statement_number,speaker,timestamp,statement,speaker_type,night,debate
248,Jose,46:04,Senator Harris.,proctor,1,2
249,Harris,46:07,"Well, thank you. I will say no, absolutely not. They should not be deported. And I actually… This was one of the very few issues with which I disagreed with the administration, with whom I otherwise had great relationship, and a great deal of respect. But on the secure communities issue, I was Attorney General of California. I led the second largest Department of Justice in The United States, second only to The United States Department of Justice in a state of 40 million people. And on this issue, I disagreed with my President, because the policy was to allow deportation of people, who by ICE’s own definition were non-criminals.",candidate,1,2
250,Harris,46:46,"So as attorney general, and the Chief Law Officer of the state of California, I issued a directive to the sheriffs of my state, that they did not have to comply with detainers, and instead, should make decisions based on the best interest of public safely of their community. Because what I saw, and I was tracking it every day, I was tracking it and saw that parents, people who had not committed a crime, even by ICE’s own definition, were being deported.",candidate,1,2
251,Harris,47:14,"But I have to add a point here. The problem with this kind of policy, and I know it as a prosecutor. I want rape victim to be able to run in the middle of the street and wave down a police officer and report the crime against her. I want anybody who has been the victim of any real crime to be able to do that, and not be afraid that if they do that, they will be deported, because the abuser will tell them it is they who is the criminal. It is wrong. It is wrong.",candidate,1,2
252,Holt,47:44,"Senator. We’re going to turn to the issue of trade now, if we can. Last night, we asked the candidates on this stage, to name the greatest geopolitical threat facing the US. Four of them mentioned China. US businesses say China steals our intellectual property, and party leaders on both sides accuse China of manipulating their currency to keep the cost of goods artificially low.",proctor,1,2
253,Holt,48:05,"I’ll ask this to Senator Bennet, to start off with. How would you stand up to China.",proctor,1,2
254,Bennett,48:09,"I think that first of all, the biggest threat to our national security right now is Russia, not China. And second, on China, we’ve got competition… Because of what they’ve done with our election. In China, I think the President’s been right to push back on China, but has done it in completely the wrong way.",candidate,1,2
255,Bennett,48:28,"We should mobilize the entire rest of the world, who all have a shared interest in pushing back on China’s mercantilist trade policies, and I think we can do that.",candidate,1,2
256,Bennett,48:36,"I’d like to answer the other question before this, as well.",candidate,1,2
257,Holt,48:40,You have the time.,proctor,1,2
258,Bennett,48:41,"When I see these kids at the border, I see my mom, because I know she sees herself, because she was separated from her parents for years during the Holocaust in Poland.",candidate,1,2
259,Bennett,48:52,"And for Donald Trump to be doing what he’s doing to children and their families at the borders… I say this as somebody who wrote the immigration bill in 2013, that created a pathway to citizenship for 11 million people in this country, that had the most progressive Dream Act that’s every been conceived, much less passed. It got 68 votes in the Senate. That had 46 billion dollars of border security in it. That was sophisticated 21st Century border security, not a medieval wall.",candidate,1,2
260,Holt,49:20,"Senator, your time.",proctor,1,2
261,Bennett,49:20,"And the President has turned the border of the United States into a symbol of nativist hostility, that the whole world is looking at, when what we should be represented by, is the Statue of Liberty, which has brought my parents to this country to begin with. We need to make a change.",candidate,1,2
262,Holt,49:38,"Mr. Yang, let me bring you in on this, on the issue of China. You have expressed a lot of concerns about technology, and taking jobs. Are you worried about China, and if so, how would you stand up against it.",proctor,1,2
263,Yang,49:47,"Well, I just want to agree that I think Russia is our greatest geopolitical threat, because they’ve been hacking our democracy successfully, and they’ve been laughing their asses off about it for the last couple of years. So we should focus on that before we start worrying about other threats.",candidate,1,2
264,Yang,50:01,"Now, China, they do pirate our intellectual property. It’s a massive problem. But the tariffs and the trade war are just punishing businesses and producers and workers on both sides. I met with a farmer in Iowa who said he spent six years building up a buying relationship in China that’s now disappeared and gone forever. And the beneficiaries have not been American workers or people in China. It’s been Southeast Asia and other producers that have then stepped into the void.",candidate,1,2
265,Yang,50:25,"So we need to crack down on Chinese malfeasance in the trade relationship, but the tariffs and the trade war are the way to go.",candidate,1,2
266,Holt,50:32,"Mayor Buttigieg, how would you stand up against China?",proctor,1,2
267,Buttigieg,50:36,"First of all, we’ve got to recognize that the China challenge really is a serious one. This is not something to dismiss or wave away. And if you look at what China is doing, they’re using technology for the perfection of dictatorship. But their fundamental economic model isn’t going to change because of some tariffs.",candidate,1,2
